id,benchmark,function,passes,wcet
75,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - sccp",129846
76,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - reassociate",129846
77,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - loop-distribute",129846
78,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - sroa - sroa - gvn - dse",129846
79,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - loop-load-elim",129846
80,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - loop-simplify",129846
81,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - lower-expect",129846
82,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - libcalls-shrinkwrap",129846
83,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - sroa - sroa - gvn - mldst-motion",129846
84,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - sroa - sroa - gvn - libcalls-shrinkwrap",129846
85,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - float2int",129846
86,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - sroa - alignment-from-assumptions",129846
87,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - instsimplify",129846
88,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - sroa - sroa - adce",129846
89,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - instcombine",188146
90,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - dse",129846
91,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - div-rem-pairs",129846
92,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - loop(loop-deletion)",216026
93,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - correlated-propagation",129846
94,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - sroa - sroa - float2int",129846
95,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - alignment-from-assumptions",129846
96,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - aggressive-instcombine",129846
97,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - adce",129846
98,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - mem2reg,loop-unroll<O3>",216026
99,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - sroa - mem2reg",129846
100,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - sroa - dse",129846
101,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - loop(indvars)",216026
102,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - sroa - bdce",129846
103,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - loop-vectorize",185646
104,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - sroa - speculative-execution",129846
105,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa",129846
106,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - sroa - mem2reg,loop-unroll<O3>",216026
107,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - loop(loop-idiom)",216026
108,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - sroa - sroa - gvn - div-rem-pairs",129846
109,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - mldst-motion",129846
110,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - tailcallelim",129846
111,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - instsimplify",129846
112,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - pgo-memop-opt",129846
113,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - callsite-splitting",129846
114,ns/ns,foo,"lower-constant-intrinsics",367696
115,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - no-op-function",129846
116,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - speculative-execution",129846
117,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - sroa - sroa - gvn - loop-distribute",129846
118,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - loop-vectorize",185646
119,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - loop(loop-deletion)",216026
120,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - sroa - div-rem-pairs",129846
121,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - speculative-execution",129846
122,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn",129846
123,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - callsite-splitting",129846
124,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - aggressive-instcombine",129846
125,ns/ns,foo,"adce",367696
126,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - sroa - sroa - tailcallelim",129846
127,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - loop(loop-idiom)",216026
128,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - gvn",129846
129,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - mem2reg",129846
130,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - reassociate",129846
131,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - jump-threading",129846
132,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - sroa - sroa - dse",129846
133,ns/ns,foo,"mem2reg,loop-unroll<O3> - loop-simplify",230926
134,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - memcpyopt",129846
135,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - loop-simplify",129846
136,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - sroa - sroa - gvn - gvn",129846
137,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - sroa - sroa - sroa - gvn - aggressive-instcombine",129846
138,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - gvn - gvn - sroa - gvn - instcombine",188146
139,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - pgo-memop-opt",129846
