id,benchmark,function,passes,wcet
162,ns/ns,foo,"mem2reg,loop-unroll<O3> - mem2reg,loop-unroll<O3> - loop-mssa(licm) - pgo-memop-opt - mem2reg,loop-unroll<O3> - mem2reg,loop-unroll<O3> - mem2reg,loop-unroll<O3> - loop-mssa(licm)",212596
163,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - dse",129846
164,ns/ns,foo,"gvn - mem2reg,loop-unroll<O3> - dse",230866
165,ns/ns,foo,"loop-mssa(licm) - gvn - mem2reg,loop-unroll<O3> - dse",190236
166,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - mem2reg,loop-unroll<O3> - loop-vectorize - loop-sink - mem2reg,loop-unroll<O3> - mem2reg,loop-unroll<O3>",216026
167,ns/ns,foo,"mem2reg,loop-unroll<O3> - libcalls-shrinkwrap",230926
168,ns/ns,foo,"mem2reg,loop-unroll<O3> - mem2reg,loop-unroll<O3> - mem2reg,loop-unroll<O3> - libcalls-shrinkwrap",230926
169,ns/ns,foo,"lower-expect - gvn - tailcallelim",367636
170,ns/ns,foo,"gvn - lower-expect - tailcallelim",367636
171,ns/ns,foo,"instsimplify - mem2reg,loop-unroll<O3> - gvn - lower-expect - tailcallelim",129846
172,ns/ns,foo,"float2int",367696
173,ns/ns,foo,"gvn - float2int",367636
174,ns/ns,foo,"mem2reg,loop-unroll<O3> - tailcallelim - mem2reg,loop-unroll<O3> - loop-simplify - mem2reg,loop-unroll<O3> - mem2reg,loop-unroll<O3>",230926
175,ns/ns,foo,"loop-mssa(licm) - mem2reg,loop-unroll<O3> - mem2reg,loop-unroll<O3> - tailcallelim - loop-simplify - mem2reg,loop-unroll<O3> - mem2reg,loop-unroll<O3>",190296
176,ns/ns,foo,"mem2reg,loop-unroll<O3> - mem2reg,loop-unroll<O3> - loop-mssa(licm) - mem2reg,loop-unroll<O3> - mem2reg,loop-unroll<O3> - tailcallelim - loop-simplify - mem2reg,loop-unroll<O3> - mem2reg,loop-unroll<O3>",212596
177,ns/ns,foo,"mem2reg - mem2reg,loop-unroll<O3> - gvn - mem2reg,loop-unroll<O3>",216026
178,ns/ns,foo,"loop-vectorize - mldst-motion - mem2reg,loop-unroll<O3>",230926
179,ns/ns,foo,"loop(loop-deletion) - mem2reg,loop-unroll<O3> - mem2reg,loop-unroll<O3> - loop-mssa(licm) - sroa",212596
180,ns/ns,foo,"instsimplify - gvn - loop(loop-deletion) - mem2reg,loop-unroll<O3> - mem2reg,loop-unroll<O3> - loop-mssa(licm) - sroa",212536
181,ns/ns,foo,"instsimplify - slp-vectorizer",367696
182,ns/ns,foo,"gvn - instsimplify - slp-vectorizer",367636
183,ns/ns,foo,"loop(loop-deletion) - gvn - instsimplify - slp-vectorizer",367636
184,ns/ns,foo,"gvn - loop-mssa(licm) - gvn - mem2reg,loop-unroll<O3> - mem2reg,loop-unroll<O3>",190236
185,ns/ns,foo,"mem2reg,loop-unroll<O3> - gvn - loop-mssa(licm) - mem2reg,loop-unroll<O3> - mem2reg,loop-unroll<O3>",215696
186,ns/ns,foo,"mem2reg,loop-unroll<O3> - mem2reg,loop-unroll<O3> - gvn - loop-mssa(licm) - mem2reg,loop-unroll<O3> - mem2reg,loop-unroll<O3>",215696
187,ns/ns,foo,"gvn - mem2reg,loop-unroll<O3> - mem2reg,loop-unroll<O3> - gvn - loop-mssa(licm) - mem2reg,loop-unroll<O3> - mem2reg,loop-unroll<O3>",190236
188,ns/ns,foo,"mldst-motion - mem2reg,loop-unroll<O3> - mem2reg,loop-unroll<O3> - mem2reg,loop-unroll<O3>",230926
